Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12211261955,295082383,4
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12211339794,295082383,1
Forward Thinking Chiropractic Alliance,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12209479025,295082383,1
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12209479025,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Female,White/Caucasian,2.,12211437784,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Female,White/Caucasian,2.,12211437784,295082383,2
International Chiropractic Association (ICA),Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Female,White/Caucasian,2.,12211437784,295082383,3
International Chiropractic Pediatric Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Female,White/Caucasian,2.,12211437784,295082383,4
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Female,White/Caucasian,2.,12211437784,295082383,5
State Licensing Board,Solo practitioner,Researcher,Over 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12211542676,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,2.,12212122248,295082383,1
International Chiropractic Pediatric Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,2.,12212122248,295082383,2
State Licensing Board,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Female,White/Caucasian,2.,12212122248,295082383,3
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12212458663,295082383,1
Forward Thinking Chiropractic Alliance,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12212458663,295082383,2
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12212458663,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12212458663,295082383,4
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,3.,12212565237,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,3.,12212565237,295082383,2
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,,12212632526,295082383,1
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12212608595,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12212608595,295082383,2
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12212608595,295082383,3
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12212608595,295082383,4
State Licensing Board,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12212608595,295082383,5
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,White/Caucasian,,12212639006,295082383,1
Federation of International Chiropractors du Sport (FICS),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,White/Caucasian,,12212639006,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Female,White/Caucasian,,12212639006,295082383,3
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12191327034,295082383,1
American Chiropractic Association (ACA),None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,1
Association of Chiropractic Colleges (ACC),None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,2
Clinical Compass (CCGPP),None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,3
Forward Thinking Chiropractic Alliance,None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,4
Foundation for Chiropractic Progress,None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,5
State Chiropractic Association,None of the above,College faculty,31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12177847704,295082383,6
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,4.,12183337771,295082383,1
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,4.,12183337771,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,4.,12183337771,295082383,3
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,,12212630990,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Female,Prefer not to answer,,12212649728,295082383,1
World Federation of Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Female,Prefer not to answer,,12212649728,295082383,2
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212675532,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212675532,295082383,2
State Chiropractic Association,Integrated / multidisciplinary facility,Student,Less than 5 years,20 - 30 years,Male,White/Caucasian,,12212743174,295082383,1
Student,Integrated / multidisciplinary facility,Student,Less than 5 years,20 - 30 years,Male,White/Caucasian,,12212743174,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,Multi-Racial,,12212746680,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212677801,295082383,1
Council on Chiropractic Education,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12212771471,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12212771471,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,4.,12212663449,295082383,1
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212656595,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12212785442,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212722297,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,,12212851145,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12212902878,295082383,1
American Chiropractic Association (ACA),None of the above,Researcher,Over 40 years,61 - 70 years,Male,White/Caucasian,,12212907119,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12212790261,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12212941221,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,3.,12212893722,295082383,1
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,41 - 50 years,Female,White/Caucasian,,12212958127,295082383,1
American Chiropractic Association (ACA),None of the above,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12212966395,295082383,1
State Chiropractic Association,None of the above,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12212966395,295082383,2
